,adjective,noun,article,adj_article,prob,is_multi_token
3771,net,curtain,a,a,3.5098310036119074e-05,False
3772,lady,toy,a,a,0.000995280803181231,False
3773,pink,cap,a,a,0.0004916887264698744,False
3774,breaking,limb,a,a,0.0006115401047281921,False
3775,red,tree,a,a,0.0010173236951231956,False
3776,daddy,cow,a,a,0.00021762942196801305,False
3777,painting,bib,a,a,2.8793297133233864e-06,False
3778,broken,tool,a,a,0.00017314606520812958,False
3779,circus,police,,,1.2600906302395742e-05,False
3780,silky,thread,a,a,6.75833725836128e-05,False
3781,pink,dress,a,a,0.00416717492043972,False
3782,crusty,top,a,a,2.192644411003217e-10,True
3783,brown,shorts,,,0.006328077521175146,False
3784,baby,goat,a,a,0.004617400001734495,False
3785,fat,milk,,,0.0018945166375488043,False
3786,foil,tray,a,a,4.88731857331004e-05,False
3787,prize,game,a,a,0.00010375725833000615,False
3788,vitamin,pill,a,a,0.016951536759734154,False
3789,dark,lollipop,a,a,0.0006330197211354971,False
3790,sea,picture,a,a,4.5126329496270046e-05,False
3791,purple,pepper,a,a,0.0007280222489498556,False
3792,breakfast,cereal,,,0.14543698728084564,False
3793,milk,mustache,a,a,0.00178813049569726,False
3794,red,wine,,,0.0788852795958519,False
3795,red,milk,,,0.008169067092239857,False
3796,fruit,stall,a,a,0.00044018850894644856,False
3797,fuzzy,flower,a,a,0.00013103126548230648,False
3798,hot,cloth,a,a,0.0012200078926980495,False
3799,junction,box,a,a,0.00012314929335843772,False
3800,yellow,bus,a,a,0.0004715366230811924,False
3801,music,hall,a,a,0.00495416484773159,False
3802,cooking,breakfast,a,a,0.0010522225638851523,False
3803,fish,game,a,a,9.111085091717541e-06,False
3804,girl,deer,a,a,5.128546490595909e-06,False
3805,purple,puppy,a,a,0.0015843127621337771,False
3806,brake,drum,a,a,0.00037113012513145804,False
3807,yogurt,juice,,,1.3490600078833748e-16,True
3808,baby,owl,an,a,0.00048472077469341457,False
3809,bakery,bread,,,0.0035802864003926516,False
3810,cheese,slice,a,a,0.00107020721770823,False
3811,table,leg,a,a,0.000262971967458725,False
3812,turtle,orange,an,a,1.663026341702789e-05,False
3813,conveyor,belt,a,a,5.024627165241507e-10,True
3814,fat,marker,a,a,9.558482270222157e-05,False
3815,snow,fight,a,a,2.638522164488677e-05,False
3816,fishing,hole,a,a,0.0019838071893900633,False
3817,burnt,rubber,,,0.00024831321206875145,False
3818,hot,honey,,,0.0020605912432074547,False
3819,snow,night,a,a,3.789072434301488e-05,False
3820,hot,sausage,a,a,0.0053293644450604916,False
3821,round,clock,a,a,0.00033389628515578806,False
3822,pear,tree,a,a,0.00270683690905571,False
3823,green,stool,a,a,0.0009698267094790936,False
3824,pink,stair,a,a,6.029169890098274e-05,False
3825,carat,ring,a,a,1.1597577251450377e-11,True
3826,fur,coat,a,a,0.03148054704070091,False
3827,skate,boarding,,,1.533120848762337e-05,False
3828,fold,laundry,,,2.3864959075581282e-05,False
3829,closet,chair,a,a,0.00042840151581913233,False
3830,giant,belt,a,a,9.562710329191759e-05,False
3831,library,tray,a,a,0.0005243612686172128,False
3832,pink,tool,a,a,7.616974471602589e-05,False
3833,magazine,rack,a,a,0.002888287417590618,False
3834,car,station,a,a,9.225223766406998e-05,False
3835,sea,turtle,a,a,0.07572755217552185,False
3836,material,flower,a,a,2.0559766198857687e-05,False
3837,baby,seal,a,a,0.00020798147306777537,False
3838,pirate,costume,a,a,0.0008832566090859473,False
3839,cow,boy,a,a,0.00016089815471787006,False
3840,yellow,paint,,,0.001409222255460918,False
3841,toy,baby,a,a,0.00032851946889422834,False
3842,solid,tape,a,a,4.212756175547838e-05,False
3843,yellow,balloon,a,a,0.002562928479164839,False
3844,wet,face,a,a,0.001482600811868906,False
3845,orange,hamster,a,an,0.0019601425155997276,False
3846,green,hair,,,0.0044655632227659225,False
3847,water,kitty,a,a,4.960010846843943e-05,False
3848,hot,pattern,a,a,6.928887160029262e-06,False
3849,purple,dude,a,a,9.001948455988895e-06,False
3850,hot,fan,a,a,0.000859113410115242,False
3851,bottom,jaw,a,a,0.0013552338350564241,False
3852,gold,bag,a,a,0.0010912190191447735,False
3853,stud,dog,a,a,0.0001626648154342547,False
3854,purple,wiggle,a,a,1.6016379959182814e-05,False
3855,bright,tomato,a,a,0.0005942370044067502,False
3856,night,raccoon,a,a,0.0022685967851430178,False
3857,marmalade,fish,a,a,8.73855648836457e-18,True
3858,wedding,ring,a,a,0.0011765098897740245,False
3859,twin,room,a,a,2.5575956897228025e-05,False
3860,wiggle,worm,a,a,4.2802598648835933e-11,True
3861,breakfast,egg,an,a,0.000670517620164901,False
3862,fishing,rod,a,a,0.01870989426970482,False
3863,yellow,cup,a,a,0.00012960907770320773,False
3864,foam,piece,a,a,2.181727495553787e-06,False
3865,aluminum,rod,a,an,0.00041633780347183347,False
3866,plastic,tray,a,a,0.002725551836192608,False
3867,gas,mask,a,a,0.004871418699622154,False
3868,yellow,wing,a,a,0.0005397363565862179,False
3869,hot,ice,,,0.00434043537825346,False
3870,paint,shirt,a,a,4.312482997193001e-05,False
3871,red,shoe,a,a,0.022930769249796867,False
3872,coffee,break,a,a,0.0007741703884676099,False
3873,cuckoo,clock,a,a,0.0015700935618951917,False
3874,girl,cup,a,a,1.3749737490797997e-06,False
3875,toucan,bird,a,a,8.62243799097819e-16,True
3876,green,pencil,a,a,0.012852904386818409,False
3877,family,feast,a,a,0.0051676747389137745,False
3878,circus,bus,a,a,8.955471275839955e-05,False
3879,money,machine,a,a,0.00025781095610000193,False
3880,elephant,brooch,a,an,1.2863933079643175e-05,False
3881,elephant,crying,,,2.1155607100808993e-05,False
3882,spiral,grip,a,a,6.00401617703028e-05,False
3883,furry,cat,a,a,0.00016329401114489883,False
3884,baby,cup,a,a,2.5554129024385475e-05,False
3885,paper,cut,a,a,0.0004276709514670074,False
3886,toy,bag,a,a,0.001044688862748444,False
3887,car,carrier,a,a,0.014380356296896935,False
3888,tree,top,a,a,0.004860266111791134,False
3889,fat,cat,a,a,0.0025796708650887012,False
3890,suction,cup,a,a,4.5446826284656805e-10,True
3891,red,licorice,,,0.016347665339708328,False
3892,wet,suit,a,a,0.01537071168422699,False
3893,hot,car,a,a,0.004284089896827936,False
3894,outside,piece,a,an,3.2855019526323304e-05,False
3895,pink,suit,a,a,0.0017911994364112616,False
3896,tennis,racket,a,a,0.214899480342865,False
3897,green,cookie,a,a,0.00010488486441317946,False
3898,flying,dragon,a,a,0.009993517771363258,False
3899,dog,dance,a,a,4.888776675215922e-05,False
3900,bunny,jumping,,,4.68384605483152e-05,False
3901,ultrasound,picture,a,an,9.933603723766282e-05,False
3902,sliced,potato,a,a,0.00017698074225336313,False
3903,giant,tower,a,a,5.8548135712044314e-05,False
3904,male,lead,a,a,0.0019373369868844748,False
3905,velvet,slipper,a,a,0.01263324823230505,False
3906,frog,jump,a,a,0.0027618652675300837,False
3907,push,bike,a,a,0.000302851723972708,False
3908,face,guy,a,a,2.2497410100186244e-05,False
3909,ant,block,a,an,9.534051969239954e-06,False
3910,tile,floor,a,a,0.00020857703930232674,False
3911,bouncing,spot,a,a,5.097959729027934e-06,False
3912,turtle,hat,a,a,0.0002465413126628846,False
3913,plastic,truck,a,a,0.00012937335122842342,False
3914,baby,eagle,an,a,2.5375979021191597e-05,False
3915,red,ocean,an,a,2.4637723981868476e-05,False
3916,ball,man,a,a,3.8591009797528386e-05,False
3917,wet,road,a,a,2.791263432300184e-05,False
3918,furry,coach,a,a,5.815893253102722e-11,False
3919,red,bracelet,a,a,0.00769044691696763,False
3920,red,candy,,,0.0010584259871393442,False
3921,shower,curtain,a,a,0.006132710259407759,False
3922,jacket,top,a,a,9.480944754614029e-06,False
3923,cough,drop,a,a,1.6559040886932053e-05,False
3924,fish,egg,an,a,0.005355995148420334,False
3925,picnic,table,a,a,0.010583828203380108,False
3926,elf,talk,a,an,3.990710320067592e-05,False
3927,one,piece,a,a,0.10095858573913574,False
3928,yellow,ribbon,a,a,0.011409717611968517,False
3929,yellow,feather,a,a,0.003796397242695093,False
3930,red,juice,,,0.00329732452519238,False
3931,worm,poop,,,0.0006476817070506513,False
3932,home,page,a,a,0.13358095288276672,False
3933,strawberry,yogurt,,,0.0504877045750618,False
3934,triangle,toast,,,7.261296104843495e-06,False
3935,sperm,cell,a,a,0.0003339799295645207,False
3936,puppy,print,a,a,1.3262281299830647e-06,False
3937,bottom,light,a,a,0.00010566085984464735,False
3938,red,gym,a,a,0.00023053692711982876,False
3939,green,carrot,a,a,1.8630946669873083e-06,False
3940,yellow,knee,a,a,5.04851559526287e-05,False
3941,purple,footprint,a,a,6.203922384884208e-05,False
3942,hot,shake,a,a,0.0003101262846030295,False
3943,teddy,home,a,a,1.1872203913299018e-06,False
3944,twin,tub,a,a,0.0004449660482350737,False
3945,diaper,baby,a,a,2.471906040191052e-10,True
3946,back,plate,a,a,0.0003292558540124446,False
3947,hot,piece,a,a,0.00023292144760489464,False
3948,red,bottom,a,a,0.00013392159598879516,False
3949,red,tongue,a,a,0.015450823120772839,False
3950,ball,bunny,a,a,4.145123057242017e-06,False
3951,red,green,,,0.00011305874068057165,False
3952,bear,growl,a,a,0.0006587325478903949,False
3953,door,speaker,a,a,0.00019339262507855892,False
3954,purple,room,a,a,0.00012737515498884022,False
3955,prawn,cocktail,a,a,1.8484618161627006e-15,True
3956,boy,bed,a,a,0.00019326299661770463,False
3957,brown,sweater,a,a,0.02888544090092182,False
3958,chocolate,cookie,a,a,0.012004218064248562,False
3959,surface,dwelling,a,a,0.0006306947325356305,False
3960,purple,jacket,a,a,0.0003032796084880829,False
3961,red,snake,a,a,0.009056252427399158,False
3962,mommy,cup,a,a,2.865342878521915e-07,False
3963,octopus,spying,,,1.1255767276452389e-05,False
3964,animal,picture,a,an,0.00029099080711603165,False
3965,pond,deer,a,a,0.0005028898594900966,False
3966,children,slip,a,a,3.664956966531463e-05,False
3967,dark,pink,,,0.011434436775743961,False
3968,army,man,a,an,0.00042727962136268616,False
3969,bean,bag,a,a,0.0011325195664539933,False
3970,dirty,mouse,a,a,0.0006176140159368515,False
3971,sweatshirt,top,a,a,2.117129724865663e-06,False
3972,tuna,fish,a,a,0.0005245059728622437,False
3973,night,sign,a,a,0.00015172532584983855,False
3974,burger,bar,a,a,0.0017794235609471798,False
3975,penguin,body,a,a,1.5334402405642322e-06,False
3976,cream,chocolate,,,0.0009492093231528997,False
3977,dolphin,show,a,a,7.228428785310825e-06,False
3978,hot,wax,,,0.03165531903505325,False
3979,wet,spot,a,a,0.0024609719403088093,False
3980,furry,gorilla,a,a,9.384476288687438e-05,False
3981,stuffed,puppy,a,a,0.00039096124237403274,False
3982,scout,badge,a,a,0.00048222215264104307,False
3983,blowing,kiss,a,a,3.620703864726238e-05,False
3984,dead,leaf,a,a,0.008067556656897068,False
3985,thick,noodle,a,a,4.270890713087283e-05,False
3986,bubble,blower,a,a,0.0008698398596607149,False
3987,purple,bird,a,a,0.002341342158615589,False
3988,brown,tree,a,a,0.0006292445468716323,False
3989,fire,station,a,a,0.0014691586839035153,False
3990,mama,rabbit,a,a,0.0003809952177107334,False
3991,square,box,a,a,0.0007670854101888835,False
3992,garbage,truck,a,a,0.0065597714856266975,False
3993,red,oval,an,a,0.00019854670972563326,False
3994,bank,manager,a,a,1.1398247806937434e-05,False
3995,top,lip,a,a,0.011431238614022732,False
3996,red,butterfly,a,a,0.0011407701531425118,False
3997,farm,book,a,a,7.003052451182157e-05,False
3998,welding,rod,a,a,0.00011404604447307065,False
3999,nylon,bag,a,a,0.0006165555096231401,False
4000,purple,ear,an,a,5.141930523677729e-05,False
4001,ballet,slipper,a,a,0.004314016550779343,False
4002,ball,mitt,a,a,2.6833376978174783e-05,False
4003,boy,mouth,a,a,2.1262098925944883e-06,False
4004,sycamore,tree,a,a,1.3863635729317618e-17,True
4005,wet,shirt,a,a,0.0009777561062946916,False
4006,roll,marble,a,a,4.732979164145945e-07,False
4007,giant,ball,a,a,0.0006429596105590463,False
4008,purple,cow,a,a,0.00017254373233299702,False
4009,poison,rattlesnake,a,a,0.0022174473851919174,False
4010,color,green,,,0.0012351031182333827,False
4011,cupboard,door,a,a,0.00023027740826364607,False
4012,brown,piece,a,a,4.2905219743261114e-05,False
4013,singing,contest,a,a,5.044675708631985e-05,False
4014,yellow,head,a,a,0.0020325372461229563,False
4015,furry,teddy,a,a,4.144847935094731e-06,False
4016,dirty,corner,a,a,0.00023585636517964303,False
4017,dish,wash,a,a,0.00040536822052672505,False
4018,bright,crayon,a,a,0.0011229164665564895,False
4019,concrete,path,a,a,0.0016323928721249104,False
4020,green,block,a,a,0.0009274250478483737,False
4021,wet,panty,a,a,0.0034848505165427923,False
4022,railroad,track,a,a,6.631222277064808e-06,False
4023,ninja,turtle,a,a,9.431670332560316e-05,False
4024,green,bed,a,a,0.0004131415917072445,False
4025,heart,muscle,a,a,0.0007248302572406828,False
4026,purple,salad,a,a,0.000551362696569413,False
4027,foot,piece,a,a,0.00011760718916775659,False
4028,baby,jogger,a,a,0.00045312580186873674,False
4029,street,car,a,a,0.0020168551709502935,False
4030,hall,closet,a,a,0.0076802498660981655,False
4031,yellow,chair,a,a,0.0006501089665107429,False
4032,furry,costume,a,a,9.697800123831257e-05,False
4033,soap,bottle,a,a,7.252156501635909e-05,False
4034,grey,shorts,,,0.001203581690788269,False
4035,mommy,bear,a,a,0.00012068499927408993,False
4036,blind,spot,a,a,0.006021285429596901,False
4037,purple,kangaroo,a,a,0.0020467087160795927,False
4038,house,beam,a,a,0.0005420952802523971,False
4039,castle,book,a,a,1.9628832887974568e-05,False
4040,rectangle,book,a,a,1.7346738919593652e-13,True
4041,sand,block,a,a,3.230926449759863e-05,False
4042,cement,truck,a,a,0.00021459846175275743,False
4043,grey,cat,a,a,0.0018777878722175956,False
4044,oven,mitt,a,an,2.9792023269692436e-05,False
4045,fruit,shop,a,a,0.0028297065291553736,False
4046,muscle,man,a,a,0.00012694041652139276,False
4047,giant,gorilla,a,a,0.008427754044532776,False
4048,shadow,line,a,a,1.6489780136907939e-06,False
4049,strawberry,patch,a,a,0.00042827578727155924,False
4050,movie,theater,a,a,0.009953089989721775,False
4051,cat,litter,,,0.0029543626587837934,False
4052,snow,melt,a,a,0.014398758299648762,False
4053,dark,light,a,a,0.0029200827702879906,False
4054,elephant,book,a,an,2.552868318161927e-05,False
4055,yellow,cartridge,a,a,0.0005353725864551961,False
4056,food,card,a,a,3.6848181480308995e-05,False
4057,round,hoop,a,a,0.00025414899573661387,False
4058,pink,sand,,,0.005482835695147514,False
4059,yellow,box,a,a,0.0018265553517267108,False
4060,light,beam,a,a,0.02476869709789753,False
4061,fish,sticker,a,a,0.00012260855874046683,False
4062,baby,alarm,an,a,0.0002318284969078377,False
4063,foot,radiator,a,a,7.015605660853907e-05,False
4064,foot,pruner,a,a,2.222307102783816e-06,False
4065,raspberry,patch,a,a,7.920700706056443e-16,True
4066,pine,tree,a,a,0.006259338464587927,False
4067,purple,cap,a,a,0.001434770761989057,False
4068,block,house,a,a,0.001062978059053421,False
4069,ant,trap,a,an,0.0007693435763940215,False
4070,orange,drop,a,an,2.0403702365001664e-05,False
4071,wooden,track,a,a,1.6498179320478812e-05,False
4072,petrol,tank,a,a,0.010604399256408215,False
4073,caramel,cluster,a,a,1.2644959051569329e-11,True
4074,shrub,border,a,a,1.6811540035632788e-06,False
4075,pointy,tip,a,a,1.070286606933297e-07,True
4076,car,park,a,a,0.0004778904840350151,False
4077,aphid,sandwich,a,an,1.5890964286376077e-11,True
4078,yellow,neon,,,0.014498891308903694,False
4079,bubble,world,a,a,6.402320650522597e-06,False
4080,yellow,horse,a,a,0.0025281135458499193,False
4081,ostrich,leg,a,an,1.6624340419481041e-18,True
4082,coffee,grinder,a,a,0.0025690807960927486,False
4083,skunk,stew,a,a,3.3529157285981665e-10,True
4084,red,bat,a,a,0.004088751971721649,False
4085,video,recorder,a,a,0.0945604220032692,False
4086,wet,mommy,a,a,1.7089072571252473e-05,False
4087,pita,bread,,,2.6246224738909563e-11,True
4088,striped,worm,a,a,0.00011270991672063246,False
4089,bum,worker,a,a,8.058344064920675e-06,False
4090,hot,day,a,a,0.00022819230798631907,False
4091,silk,worm,a,a,0.003987166099250317,False
4092,fish,market,a,a,0.008056254126131535,False
4093,water,bridge,a,a,0.00147815456148237,False
4094,purple,fish,a,a,0.0013841238105669618,False
4095,lace,cover,a,a,5.4574766181758605e-06,False
4096,sugar,water,,,5.184423571336083e-05,False
4097,flat,mat,a,a,9.498594590695575e-05,False
4098,wife,battering,a,a,3.892591848853044e-05,False
4099,slippery,soap,,,9.776093065738678e-05,False
4100,paper,airplane,an,a,0.007513825781643391,False
4101,olive,oil,,,0.07035715132951736,False
4102,sweet,sauce,,,0.01068235281854868,False
4103,blind,eye,an,a,0.0013826092472299933,False
4104,people,zombie,a,a,3.51181770383846e-05,False
4105,bedroom,room,a,a,9.617917385185137e-05,False
4106,soy,sauce,,,0.03233944624662399,False
4107,sea,mammal,a,a,0.020262621343135834,False
4108,silky,ear,an,a,2.9631686629727483e-05,False
4109,church,minister,a,a,5.728159158024937e-05,False
4110,red,paper,a,a,0.0005554595845751464,False
4111,dirty,laundry,,,0.04159211367368698,False
4112,bubble,blow,a,a,5.7182049204129726e-05,False
4113,wooden,sword,a,a,0.0006506540230475366,False
4114,flat,land,,,0.01731494627892971,False
4115,pink,ring,a,a,0.0002524116134736687,False
4116,boy,pants,,,0.0005661663017235696,False
4117,popcorn,maker,a,a,0.0005612886743620038,False
4118,dress,clothes,,,0.003214294323697686,False
4119,school,bus,a,a,0.012798536568880081,False
4120,fat,baby,a,a,0.00018997641745954752,False
4121,furniture,shop,a,a,0.001889439532533288,False
4122,pull,toy,a,a,5.630173291137908e-06,False
4123,brown,squirrel,a,a,0.06483156234025955,False
4124,farm,truck,a,a,0.0027169513050466776,False
4125,curry,rice,,,0.00041746010538190603,False
4126,vanilla,cookie,a,a,0.0006298988591879606,False
4127,red,block,a,a,0.001151591306552291,False
4128,round,ball,a,a,0.001263268175534904,False
4129,green,chest,a,a,0.00013354825205169618,False
4130,people,group,a,a,0.00018142595945391804,False
4131,train,yard,a,a,0.0009390286286361516,False
4132,aquarium,car,a,an,1.766670902725309e-05,False
4133,mural,show,a,a,5.267047527013347e-07,False
4134,daddy,kiss,a,a,7.957323191476462e-07,False
4135,squid,soda,,,2.213528387073893e-05,False
4136,red,wing,a,a,0.0030046787578612566,False
4137,food,group,a,a,0.00012055828847223893,False
4138,thick,head,a,a,0.00041282764868810773,False
4139,sweet,pepper,a,a,0.007239731959998608,False
4140,yellow,collar,a,a,0.01174162421375513,False
4141,yellow,chick,a,a,0.00019513003644533455,False
4142,striped,fish,a,a,0.0003570594999473542,False
4143,wooden,spoon,a,a,0.021135378628969193,False
4144,red,boot,a,a,0.005655247252434492,False
4145,green,money,,,0.0007776356651447713,False
4146,fuzzy,tail,a,a,0.00024828073219396174,False
4147,purple,color,a,a,0.0012668345589190722,False
4148,fold,blanket,a,a,5.394859181251377e-05,False
4149,yellow,bib,a,a,0.0020855122711509466,False
4150,upstairs,cafe,a,an,7.817331061232835e-05,False
4151,game,mommy,a,a,3.1479252356803045e-05,False
4152,witch,castle,a,a,0.0002092694485327229,False
4153,dead,horse,a,a,0.0015067404601722956,False
4154,train,piece,a,a,5.060169496573508e-05,False
4155,stroke,room,a,a,3.7166687434364576e-06,False
4156,red,circle,a,a,0.005922070704400539,False
4157,thick,marmalade,,,0.0006674106698483229,False
4158,rainbow,crayon,a,a,0.0016651810146868229,False
4159,princess,puzzle,a,a,3.07746886392124e-05,False
4160,purple,pentagon,a,a,1.5432900909218006e-05,False
4161,flying,horse,a,a,0.015616835094988346,False
4162,orange,planet,a,an,0.002082953229546547,False
4163,glass,house,a,a,0.002098622266203165,False
4164,brown,dot,a,a,0.00015213084407150745,False
4165,screw,driver,a,a,0.000158525028382428,False
4166,wet,snow,,,0.010590284131467342,False
4167,solid,door,a,a,3.809951158473268e-05,False
4168,yellow,dinosaur,a,a,0.00030341133242473006,False
4169,giant,piece,a,a,3.15541765303351e-05,False
4170,purple,scribble,a,a,5.450892058433965e-05,False
4171,lego,girl,a,a,7.587522759422427e-06,False
4172,grey,cloud,a,a,0.005082949995994568,False
4173,dark,pet,a,a,8.188114588847384e-05,False
4174,daddy,elephant,an,a,1.3129456419846974e-05,False
4175,dirty,pamper,a,a,0.0013989589642733335,False
4176,town,clerk,a,a,0.09076201170682907,False
4177,freeze,pop,a,a,0.00010067048424389213,False
4178,naked,baby,a,a,0.000278396881185472,False
4179,wet,glue,,,0.0036546988412737846,False
4180,farm,dog,a,a,0.001569294836372137,False
4181,alphabet,toy,a,an,1.4063174603506923e-05,False
4182,toast,stick,a,a,2.699033939279616e-05,False
4183,lace,curtain,a,a,0.0005914664943702519,False
4184,meat,pie,a,a,0.007865238934755325,False
4185,lily,pad,a,a,0.0008967785397544503,False
4186,blond,girl,a,a,0.0002642995968926698,False
4187,dairy,barn,a,a,0.017235945910215378,False
4188,green,casing,a,a,0.00035443546948954463,False
4189,dead,man,a,a,0.009980318136513233,False
4190,red,pickle,a,a,0.004354232456535101,False
4191,baby,cot,a,a,0.0010887194657698274,False
4192,yoyo,ball,a,a,5.504605796554634e-12,True
4193,fish,animal,an,a,6.400785787263885e-05,False
4194,elephant,leg,a,an,1.0515597750782035e-05,False
4195,table,tennis,,,0.8782414793968201,False
4196,skunk,baby,a,a,1.4385694627166642e-10,True
4197,water,tank,a,a,0.037596847862005234,False
4198,ant,powder,,,4.319190793466987e-06,False
4199,brass,plate,a,a,0.000854641548357904,False
4200,yellow,tape,a,a,0.0036346670240163803,False
4201,head,stand,a,a,0.00040222861571237445,False
4202,purple,heart,a,a,0.00031258928356692195,False
4203,tv,retailer,a,a,0.00043891064706258476,False
4204,purple,dress,a,a,0.0027216689195483923,False
4205,broom,sweep,a,a,5.952694118604995e-05,False
4206,staff,entertainment,,,9.578554454492405e-06,False
4207,car,stair,a,a,4.2371120798634365e-05,False
4208,floor,face,a,a,8.990437891043257e-06,False
4209,bright,man,a,a,0.00017120109987445176,False
4210,dress,ring,a,a,1.14023860078305e-05,False
4211,bowl,bud,a,a,4.191261905361898e-05,False
4212,green,mouth,a,a,2.9515460482798517e-05,False
4213,strawberry,cream,,,0.0036549081560224295,False
4214,dog,house,a,a,0.000566819915547967,False
4215,laughing,baby,a,a,0.00019748214981518686,False
4216,mirror,tile,a,a,5.479656101670116e-05,False
4217,freezing,plant,a,a,0.00015139111201278865,False
4218,worm,food,,,1.9351766241015866e-05,False
4219,bubble,maker,a,a,0.0001434222504030913,False
4220,bubble,soup,,,0.00023331221018452197,False
4221,dog,park,a,a,0.00024256910546682775,False
4222,fairy,baby,a,a,7.557121716672555e-05,False
4223,pink,ball,a,a,0.00039317787741310894,False
4224,classroom,window,a,a,0.00016234623035416007,False
4225,purple,snake,a,a,0.008120709098875523,False
4226,mud,line,a,a,5.315681391948601e-06,False
4227,office,group,a,an,2.9770699256914668e-05,False
4228,glass,cover,a,a,1.849784530350007e-05,False
4229,pet,food,,,0.004213752690702677,False
4230,frog,house,a,a,4.239573536324315e-05,False
4231,mouse,driver,a,a,3.952166935050627e-06,False
4232,wet,filter,a,a,0.00016707941540516913,False
4233,flip,top,a,a,0.0014652524841949344,False
4234,red,sand,,,0.06060958281159401,False
4235,hot,room,a,a,0.0006906298804096878,False
4236,purple,soda,,,0.0004074321477673948,False
4237,toy,ship,a,a,0.0036955284886062145,False
4238,daddy,book,a,a,6.528546236950206e-07,False
4239,game,contestant,a,a,3.650666258181445e-05,False
4240,red,bunny,a,a,0.0022605506237596273,False
4241,ear,phone,a,an,6.258072971832007e-05,False
4242,dinosaur,sticker,a,a,4.7794914280530065e-05,False
4243,green,train,a,a,0.0002997041738126427,False
4244,dirty,honey,,,0.0007191170006990433,False
4245,shoe,horn,a,a,6.166125103845843e-07,False
4246,bunny,cloud,a,a,3.939459475077456e-06,False
4247,red,cherry,a,a,0.056235939264297485,False
4248,candy,bag,a,a,0.0011006641434505582,False
4249,green,pop,a,a,0.00011875028576469049,False
4250,dog,cheese,,,0.00048820330994203687,False
4251,yellow,dot,a,a,0.0013565805274993181,False
4252,cough,medicine,,,0.0018885898170992732,False
4253,hot,potato,a,a,0.0428999662399292,False
4254,ball,game,a,a,0.00037085270741954446,False
4255,mail,person,a,a,6.218734051799402e-05,False
4256,green,paddle,a,a,0.004009354393929243,False
4257,candy,gumball,a,a,0.001151576521806419,False
4258,boy,bear,a,a,0.0006241873488761485,False
4259,hind,foot,a,a,0.003478370839729905,False
4260,yellow,fish,a,a,0.000990679836831987,False
4261,wet,rag,a,a,0.0011399751529097557,False
4262,pink,pillow,a,a,0.0009753463673405349,False
4263,red,car,a,a,0.00483165867626667,False
4264,orange,hippo,a,an,0.00019231668557040393,False
4265,brother,tiger,a,a,0.0001277474220842123,False
4266,water,toy,a,a,7.857446689740755e-06,False
4267,green,eye,an,a,0.013810575939714909,False
4268,pink,orange,an,a,0.0011849687434732914,False
4269,fly,soup,,,6.920070882188156e-05,False
4270,puppet,house,a,a,1.3777671483694576e-05,False
4271,night,bear,a,a,0.0017489871243014932,False
4272,inch,wire,a,an,6.1507530517701525e-06,False
4273,bread,pasta,,,0.000567845010664314,False
4274,karate,girl,a,a,4.9247184506384656e-05,False
4275,nursery,school,a,a,0.0022011888213455677,False
4276,red,jeep,a,a,0.007421707268804312,False
4277,pink,tulip,a,a,0.02746165171265602,False
4278,beach,ball,a,a,0.002297627739608288,False
4279,dark,suit,a,a,0.00853358581662178,False
4280,orange,arm,an,an,9.962253898265772e-06,False
4281,stick,bug,a,a,0.0001329312945017591,False
4282,kitchen,water,,,0.00034169977880083025,False
4283,ground,rice,,,0.0006166372331790626,False
4284,carpet,tile,a,a,0.0006699644727632403,False
4285,mommy,room,a,a,2.0397639673319645e-05,False
4286,brown,paper,a,a,0.0009474817779846489,False
4287,bunny,blanket,a,a,7.071161962812766e-05,False
4288,grey,shoe,a,a,0.0004955029580742121,False
4289,moon,beam,a,a,0.0002509059850126505,False
4290,red,match,a,a,8.095511475403327e-06,False
4291,hot,pan,a,a,8.221627649618313e-05,False
4292,top,shop,a,a,9.349108586320654e-05,False
4293,pill,pen,a,a,1.7461330571677536e-05,False
4294,pink,purple,,,0.0008538388065062463,False
4295,peg,leg,a,a,0.00019569283176679164,False
4296,frozen,chicken,a,a,0.0005993939703330398,False
4297,outside,hallway,a,an,0.0016094389138743281,False
4298,doctor,visit,a,a,9.786819282453507e-05,False
4299,singing,mommy,a,a,0.00012255999899934977,False
4300,pretzel,stick,a,a,5.918519061623334e-16,True
4301,toy,bin,a,a,0.000693244393914938,False
4302,engine,shed,a,an,0.01528132800012827,False
4303,princess,cake,a,a,0.0002849421580322087,False
4304,trigger,fish,a,a,4.59786388091743e-05,False
4305,kids,day,a,a,6.403976294677705e-05,False
4306,hot,cup,a,a,4.207887104712427e-05,False
4307,plastic,table,a,a,0.0001242387224920094,False
4308,log,book,a,a,0.00031790509819984436,False
4309,fish,tank,a,a,0.0010003614006564021,False
4310,poison,stem,a,a,2.129554923158139e-05,False
4311,chief,accountant,an,a,0.034610215574502945,False
4312,bear,mitten,a,a,2.4013836082303897e-05,False
4313,forty,pound,a,a,0.0018623416544869542,False
4314,bean,dish,a,a,0.0004718521668110043,False
4315,dirty,cloth,a,a,0.0027209629770368338,False
4316,green,bean,a,a,0.01919741742312908,False
4317,baby,bear,a,a,0.0033361040987074375,False
4318,wet,foot,a,a,9.754849452292547e-05,False
4319,diamond,button,a,a,5.77641276322538e-06,False
4320,letter,box,a,a,0.0036350071895867586,False
4321,swim,shoe,a,a,0.0009148836834356189,False
4322,bird,girl,a,a,0.0003153721918351948,False
